player,team,year,salary
Danilo Gallinari,ATL,2021,19500000
Bogdan Bogdanović,ATL,2021,18000000
Clint Capela,ATL,2021,16000000
Tony Snell,ATL,2021,12178571
Lou Williams,ATL,2021,8000000
Chandler Parsons,ATL,2020,25102511
Jeff Teague,ATL,2020,19000000
Dewayne Dedmon,ATL,2020,13333334
De'Andre Hunter,ATL,2020,7068360
Trae Young,ATL,2020,6273000
Kent Bazemore,ATL,2019,18089887
Jeremy Lin,ATL,2019,13071063
Miles Plumlee,ATL,2019,12500000
Dewayne Dedmon,ATL,2019,7200000
Trae Young,ATL,2019,5356440
Kent Bazemore,ATL,2018,16910113
Dennis Schröder,ATL,2018,15500000
Miles Plumlee,ATL,2018,12500000
Marco Belinelli,ATL,2018,6306060
Dewayne Dedmon,ATL,2018,6000000
Dwight Howard,ATL,2017,23180275
Paul Millsap,ATL,2017,20072033
Kent Bazemore,ATL,2017,15730338
Ersan İlyasova,ATL,2017,8400000
Mike Dunleavy,ATL,2017,4837500
Paul Millsap,ATL,2016,19000000
Al Horford,ATL,2016,12000000
Tiago Splitter,ATL,2016,8500000
Jeff Teague,ATL,2016,8000000
Kyle Korver,ATL,2016,5746479
Al Horford,ATL,2015,12000000
Paul Millsap,ATL,2015,9500000
Jeff Teague,ATL,2015,8000000
Kyle Korver,ATL,2015,6253521
Thabo Sefolosha,ATL,2015,4150000
Al Horford,ATL,2014,12000000
Paul Millsap,ATL,2014,9500000
Jeff Teague,ATL,2014,8000000
Kyle Korver,ATL,2014,6760563
Lou Williams,ATL,2014,5225000
Josh Smith,ATL,2013,13200000
Al Horford,ATL,2013,12000000
Devin Harris,ATL,2013,8500000
Zaza Pachulia,ATL,2013,5248750
Kyle Korver,ATL,2013,5000000
Joe Johnson,ATL,2012,18038573
Josh Smith,ATL,2012,12400000
Al Horford,ATL,2012,12000000
Kirk Hinrich,ATL,2012,8100000
Marvin Williams,ATL,2012,7500000
Joe Johnson,ATL,2011,16324500
Josh Smith,ATL,2011,11600000
Jamal Crawford,ATL,2011,10800000
Kirk Hinrich,ATL,2011,9000000
Marvin Williams,ATL,2011,6712500
Joe Johnson,ATL,2010,14976754
Josh Smith,ATL,2010,10800000
Jamal Crawford,ATL,2010,9360000
Marvin Williams,ATL,2010,7500000
Mike Bibby,ATL,2010,6217617
Mike Bibby,ATL,2009,14983603
Joe Johnson,ATL,2009,14232567
Josh Smith,ATL,2009,10000000
Speedy Claxton,ATL,2009,5757818
Marvin Williams,ATL,2009,5636143
Mike Bibby,ATL,2008,13500000
Joe Johnson,ATL,2008,13488377
Marvin Williams,ATL,2008,4466040
Zaza Pachulia,ATL,2008,4000000
Al Horford,ATL,2008,3745800
Joe Johnson,ATL,2007,12744189
Speedy Claxton,ATL,2007,6854546
Marvin Williams,ATL,2007,4174800
Zaza Pachulia,ATL,2007,4000000
Tyronn Lue,ATL,2007,3500000
Joe Johnson,ATL,2006,12000000
Al Harrington,ATL,2006,6957500
Zaza Pachulia,ATL,2006,4000000
Marvin Williams,ATL,2006,3883560
Tyronn Lue,ATL,2006,3500000
Antoine Walker,ATL,2005,14625000
Al Harrington,ATL,2005,6325000
Tony Delk,ATL,2005,2700000
Predrag Drobnjak,ATL,2005,2550000
Josh Childress,ATL,2005,2490360
Shareef Abdur-Rahim,ATL,2004,13500000
Theo Ratliff,ATL,2004,10156250
Jason Terry,ATL,2004,8333333
Alan Henderson,ATL,2004,7682188
Nazr Mohammed,ATL,2004,5000000
Shareef Abdur-Rahim,ATL,2003,12375000
Glenn Robinson,ATL,2003,9860000
Theo Ratliff,ATL,2003,9375000
Alan Henderson,ATL,2003,7091250
Nazr Mohammed,ATL,2003,4750000
Shareef Abdur-Rahim,ATL,2002,11250000
Theo Ratliff,ATL,2002,9667969
Toni Kukoč,ATL,2002,7906783
Alan Henderson,ATL,2002,6500312
Nazr Mohammed,ATL,2002,4500000
Dikembe Mutombo,ATL,2001,14400000
Alan Henderson,ATL,2001,5910000
Lorenzen Wright,ATL,2001,4950000
Jim Jackson,ATL,2001,2330000
Chris Crawford,ATL,2001,2200000
Dikembe Mutombo,ATL,2000,12820249
Isaiah Rider,ATL,2000,5410000
Alan Henderson,ATL,2000,5318437
Lorenzen Wright,ATL,2000,4400000
Bimbo Coles,ATL,2000,2300000
James Harden,BRK,2021,41254920
Kevin Durant,BRK,2021,40108950
Kyrie Irving,BRK,2021,33460350
Joe Harris,BRK,2021,16071429
Spencer Dinwiddie,BRK,2021,11454048
Kyrie Irving,BRK,2020,31742000
Spencer Dinwiddie,BRK,2020,10605600
DeAndre Jordan,BRK,2020,9881598
Joe Harris,BRK,2020,7666667
Garrett Temple,BRK,2020,4767000
Allen Crabbe,BRK,2019,18500000
DeMarre Carroll,BRK,2019,15400000
Kenneth Faried,BRK,2019,13764045
Jared Dudley,BRK,2019,9530000
Joe Harris,BRK,2019,8333333
Allen Crabbe,BRK,2018,19332500
Timofey Mozgov,BRK,2018,15280000
DeMarre Carroll,BRK,2018,14800000
Jeremy Lin,BRK,2018,12000000
D'Angelo Russell,BRK,2018,5562360
Brook Lopez,BRK,2017,21165675
Jeremy Lin,BRK,2017,11483254
Trevor Booker,BRK,2017,9250000
Andrew Nicholson,BRK,2017,6088993
Luis Scola,BRK,2017,5000000
Joe Johnson,BRK,2016,24894863
Brook Lopez,BRK,2016,20000000
Thaddeus Young,BRK,2016,11200000
Jarrett Jack,BRK,2016,6300000
Bojan Bogdanović,BRK,2016,3425510
Joe Johnson,BRK,2015,23180790
Deron Williams,BRK,2015,19754465
Brook Lopez,BRK,2015,15719063
Thaddeus Young,BRK,2015,9410870
Jarrett Jack,BRK,2015,6300000
Joe Johnson,BRK,2014,21466718
Deron Williams,BRK,2014,18466130
Paul Pierce,BRK,2014,15333334
Brook Lopez,BRK,2014,14693906
Kevin Garnett,BRK,2014,12443735
Joe Johnson,BRK,2013,19752645
Deron Williams,BRK,2013,17177795
Brook Lopez,BRK,2013,13668750
Kris Humphries,BRK,2013,12000000
Gerald Wallace,BRK,2013,9682435
Deron Williams,NJN,2012,16359805
Mehmet Okur,NJN,2012,10890000
Kris Humphries,NJN,2012,8000000
Jordan Farmar,NJN,2012,4000000
Anthony Morrow,NJN,2012,4000000
Deron Williams,NJN,2011,14940152
Dan Gadzuric,NJN,2011,7248325
Travis Outlaw,NJN,2011,7000000
Sasha Vujačić,NJN,2011,5475113
Anthony Morrow,NJN,2011,4000000
Bobby Simmons,NJN,2010,10560000
Devin Harris,NJN,2010,8400000
Tony Battie,NJN,2010,6292000
Trenton Hassell,NJN,2010,4350000
Rafer Alston,NJN,2010,4300000
Vince Carter,NJN,2009,14724125
Bobby Simmons,NJN,2009,10602667
Devin Harris,NJN,2009,7800000
Stromile Swift,NJN,2009,6200000
Trenton Hassell,NJN,2009,4350000
Vince Carter,NJN,2008,13320000
Richard Jefferson,NJN,2008,12200000
Stromile Swift,NJN,2008,5800000
Trenton Hassell,NJN,2008,4350000
Jamaal Magloire,NJN,2008,4000000
Jason Kidd,NJN,2007,18084000
Vince Carter,NJN,2007,15101625
Richard Jefferson,NJN,2007,11200000
Jason Collins,NJN,2007,5800000
Boštjan Nachbar,NJN,2007,2500000
Jason Kidd,NJN,2006,16440000
Vince Carter,NJN,2006,13843156
Richard Jefferson,NJN,2006,10200000
Jason Collins,NJN,2006,5500000
Marc Jackson,NJN,2006,4550000
Jason Kidd,NJN,2005,14796000
Vince Carter,NJN,2005,12584688
Richard Jefferson,NJN,2005,2266794
Jason Collins,NJN,2005,1887864
Ron Mercer,NJN,2005,1600000
Jason Kidd,NJN,2004,13152000
Kerry Kittles,NJN,2004,9266666
Kenyon Martin,NJN,2004,5128689
Alonzo Mourning,NJN,2004,4917000
Rodney Rogers,NJN,2004,3075600
Dikembe Mutombo,NJN,2003,16105264
Jason Kidd,NJN,2003,9265000
Kerry Kittles,NJN,2003,8966667
Kenyon Martin,NJN,2003,4067160
Rodney Rogers,NJN,2003,2796000
Keith Van Horn,NJN,2002,10865250
Jason Kidd,NJN,2002,8447500
Kerry Kittles,NJN,2002,8166667
Todd MacCulloch,NJN,2002,4538000
Kenyon Martin,NJN,2002,3801960
Stephon Marbury,NJN,2001,10130000
Keith Van Horn,NJN,2001,9000000
Kendall Gill,NJN,2001,7000000
Jim McIlvaine,NJN,2001,5400000
Kenyon Martin,NJN,2001,3536640
Stephon Marbury,NJN,2000,9000000
Kerry Kittles,NJN,2000,7166666
Kendall Gill,NJN,2000,5600000
Jim McIlvaine,NJN,2000,4800000
Keith Van Horn,NJN,2000,3451920
Kemba Walker,BOS,2021,34379100
Jaylen Brown,BOS,2021,23437500
Evan Fournier,BOS,2021,17450000
Marcus Smart,BOS,2021,13446428
Jayson Tatum,BOS,2021,9897120
Kemba Walker,BOS,2020,32742000
Gordon Hayward,BOS,2020,32700690
Marcus Smart,BOS,2020,12053471
Jayson Tatum,BOS,2020,7830000
Jaylen Brown,BOS,2020,6534829
Gordon Hayward,BOS,2019,31214295
Al Horford,BOS,2019,28928710
Kyrie Irving,BOS,2019,20099189
Marcus Smart,BOS,2019,11660716
Jayson Tatum,BOS,2019,6700800
Gordon Hayward,BOS,2018,29727900
Al Horford,BOS,2018,27734405
Kyrie Irving,BOS,2018,18868625
Jayson Tatum,BOS,2018,5645400
Marcus Morris,BOS,2018,5000000
Al Horford,BOS,2017,26540100
Amir Johnson,BOS,2017,12000000
Avery Bradley,BOS,2017,8269663
Tyler Zeller,BOS,2017,8000000
Isaiah Thomas,BOS,2017,6587132
David Lee,BOS,2016,15493680
Amir Johnson,BOS,2016,12000000
Avery Bradley,BOS,2016,7730337
Isaiah Thomas,BOS,2016,6912869
Jae Crowder,BOS,2016,6000000
Gerald Wallace,BOS,2015,10105855
Isaiah Thomas,BOS,2015,7238606
Avery Bradley,BOS,2015,7191011
Brandon Bass,BOS,2015,6900000
Jonas Jerebko,BOS,2015,4500000
Kris Humphries,BOS,2014,12000000
Rajon Rondo,BOS,2014,11954545
Gerald Wallace,BOS,2014,10105855
Jeff Green,BOS,2014,8965000
Brandon Bass,BOS,2014,6450000
Paul Pierce,BOS,2013,16790345
Kevin Garnett,BOS,2013,11566265
Rajon Rondo,BOS,2013,11000000
Jeff Green,BOS,2013,8385000
Brandon Bass,BOS,2013,6000000
Kevin Garnett,BOS,2012,21247044
Paul Pierce,BOS,2012,15333334
Rajon Rondo,BOS,2012,10045455
Ray Allen,BOS,2012,10000000
Jermaine O'Neal,BOS,2012,6226200
Kevin Garnett,BOS,2011,18800000
Paul Pierce,BOS,2011,13876321
Ray Allen,BOS,2011,10000000
Rajon Rondo,BOS,2011,9090911
Jermaine O'Neal,BOS,2011,5765000
Paul Pierce,BOS,2010,19795712
Ray Allen,BOS,2010,18776860
Kevin Garnett,BOS,2010,16400000
Rasheed Wallace,BOS,2010,5854000
Kendrick Perkins,BOS,2010,4250000
Kevin Garnett,BOS,2009,24751934
Ray Allen,BOS,2009,18388430
Paul Pierce,BOS,2009,18077903
Kendrick Perkins,BOS,2009,4578880
Brian Scalabrine,BOS,2009,3206897
Kevin Garnett,BOS,2008,23750000
Paul Pierce,BOS,2008,16360094
Ray Allen,BOS,2008,16000000
Kendrick Perkins,BOS,2008,4480912
James Posey,BOS,2008,3206000
Paul Pierce,BOS,2007,15101625
Wally Szczerbiak,BOS,2007,11775000
Theo Ratliff,BOS,2007,11666666
Brian Scalabrine,BOS,2007,2793103
Sebastian Telfair,BOS,2007,1793160
Paul Pierce,BOS,2006,13843156
Raef LaFrentz,BOS,2006,10623288
Ricky Davis,BOS,2006,5909800
Mark Blount,BOS,2006,5515875
Brian Scalabrine,BOS,2006,2586207
Paul Pierce,BOS,2005,12584688
Raef LaFrentz,BOS,2005,9714538
Ricky Davis,BOS,2005,5455200
Gary Payton,BOS,2005,5408700
Mark Blount,BOS,2005,4903000
Vin Baker,BOS,2004,13500000
Paul Pierce,BOS,2004,11326219
Raef LaFrentz,BOS,2004,8178750
Ricky Davis,BOS,2004,5000600
Michael Stewart,BOS,2004,4480000
Antoine Walker,BOS,2003,12375000
Vin Baker,BOS,2003,12375000
Paul Pierce,BOS,2003,10067750
Eric Williams,BOS,2003,5004000
Tony Battie,BOS,2003,4000000
Antoine Walker,BOS,2002,11250000
Kenny Anderson,BOS,2002,8350000
Vitaly Potapenko,BOS,2002,4762500
Eric Williams,BOS,2002,4448000
Tony Battie,BOS,2002,3600000
Antoine Walker,BOS,2001,10130000
Kenny Anderson,BOS,2001,7520000
Bryant Stith,BOS,2001,5920000
Vitaly Potapenko,BOS,2001,4290000
Eric Williams,BOS,2001,3890000
Antoine Walker,BOS,2000,9000000
Kenny Anderson,BOS,2000,6680000
Vitaly Potapenko,BOS,2000,3810000
Dana Barros,BOS,2000,3500000
Eric Williams,BOS,2000,3336000
Gordon Hayward,CHO,2021,28500000
Terry Rozier,CHO,2021,18900000
Cody Zeller,CHO,2021,15415730
LaMelo Ball,CHO,2021,7839960
Malik Monk,CHO,2021,5345687
Nicolas Batum,CHO,2020,25565217
Terry Rozier,CHO,2020,19894737
Bismack Biyombo,CHO,2020,17000000
Cody Zeller,CHO,2020,14471910
Marvin Williams,CHO,2020,14049901
Nicolas Batum,CHO,2019,24000000
Bismack Biyombo,CHO,2019,17000000
Marvin Williams,CHO,2019,14087500
Cody Zeller,CHO,2019,13528090
Michael Kidd-Gilchrist,CHO,2019,13000000
Dwight Howard,CHO,2018,23500000
Nicolas Batum,CHO,2018,22434783
Marvin Williams,CHO,2018,13168750
Michael Kidd-Gilchrist,CHO,2018,13000000
Cody Zeller,CHO,2018,12584270
Nicolas Batum,CHO,2017,20869566
Michael Kidd-Gilchrist,CHO,2017,13000000
Marvin Williams,CHO,2017,12250000
Kemba Walker,CHO,2017,12000000
Jeremy Lamb,CHO,2017,6511628
Al Jefferson,CHO,2016,13833333
Nicolas Batum,CHO,2016,12235750
Kemba Walker,CHO,2016,12000000
Marvin Williams,CHO,2016,7000000
Michael Kidd-Gilchrist,CHO,2016,6331404
Al Jefferson,CHO,2015,13666667
Lance Stephenson,CHO,2015,9000000
Marvin Williams,CHO,2015,7000000
Gerald Henderson,CHO,2015,6000000
Michael Kidd-Gilchrist,CHO,2015,5016960
Al Jefferson,CHA,2014,13500000
Ben Gordon,CHA,2014,13200000
Gerald Henderson,CHA,2014,6000000
Ramon Sessions,CHA,2014,5000000
Michael Kidd-Gilchrist,CHA,2014,4809840
Ben Gordon,CHA,2013,12400000
Tyrus Thomas,CHA,2013,8000000
DeSagana Diop,CHA,2013,7372200
Ramon Sessions,CHA,2013,5000000
Michael Kidd-Gilchrist,CHA,2013,4602720
Corey Maggette,CHA,2012,10262069
Boris Diaw,CHA,2012,9000000
Tyrus Thomas,CHA,2012,7305765
DeSagana Diop,CHA,2012,6925400
Matt Carroll,CHA,2012,3900000
Boris Diaw,CHA,2011,9000000
Stephen Jackson,CHA,2011,8453250
Joel Przybilla,CHA,2011,7405300
Tyrus Thomas,CHA,2011,6611570
DeSagana Diop,CHA,2011,6478600
Tyson Chandler,CHA,2010,11850000
Gerald Wallace,CHA,2010,9075000
Boris Diaw,CHA,2010,9000000
Stephen Jackson,CHA,2010,7650000
Nazr Mohammed,CHA,2010,6466600
Emeka Okafor,CHA,2009,9537500
Gerald Wallace,CHA,2009,9500000
Boris Diaw,CHA,2009,9000000
Nazr Mohammed,CHA,2009,6049400
Vladimir Radmanović,CHA,2009,6049400
Jason Richardson,CHA,2008,11111110
Gerald Wallace,CHA,2008,9500000
Nazr Mohammed,CHA,2008,5632200
Matt Carroll,CHA,2008,5450000
Emeka Okafor,CHA,2008,5427307
Gerald Wallace,CHA,2007,5525000
Brevin Knight,CHA,2007,4400000
Emeka Okafor,CHA,2007,4300560
Eric Williams,CHA,2007,4296000
Adam Morrison,CHA,2007,3616680
Gerald Wallace,CHA,2006,5000000
Brevin Knight,CHA,2006,4600000
Emeka Okafor,CHA,2006,4020120
Kareem Rush,CHA,2006,3000000
Raymond Felton,CHA,2006,2847360
Jahidi White,CHA,2005,6166466
Emeka Okafor,CHA,2005,3739680
Melvin Ely,CHA,2005,1742400
Gerald Wallace,CHA,2005,1652453
Primož Brezec,CHA,2005,1554326
Elden Campbell,CHH,2002,7975000
Jamal Mashburn,CHH,2002,6975000
P.J. Brown,CHH,2002,6404800
David Wesley,CHH,2002,3240000
Baron Davis,CHH,2002,3119400
Elden Campbell,CHH,2001,8050000
Derrick Coleman,CHH,2001,8000000
Jamal Mashburn,CHH,2001,6200000
P.J. Brown,CHH,2001,5740000
Baron Davis,CHH,2001,2916000
Elden Campbell,CHH,2000,7975000
Derrick Coleman,CHH,2000,7370000
Anthony Mason,CHH,2000,4860100
Bobby Phills,CHH,2000,4060000
Baron Davis,CHH,2000,2712480
Nikola Vučević,CHI,2021,26000000
Zach LaVine,CHI,2021,19500000
Thaddeus Young,CHI,2021,13545000
Tomáš Satoranský,CHI,2021,10000000
Al-Farouq Aminu,CHI,2021,9720900
Otto Porter Jr.,CHI,2020,27250576
Zach LaVine,CHI,2020,19500000
Thaddeus Young,CHI,2020,12900000
Tomáš Satoranský,CHI,2020,10000000
Cristiano Felício,CHI,2020,8156500
Otto Porter Jr.,CHI,2019,26011913
Zach LaVine,CHI,2019,19500000
Robin Lopez,CHI,2019,14357750
Cristiano Felício,CHI,2019,8470980
Lauri Markkanen,CHI,2019,4536120
Robin Lopez,CHI,2018,13788500
Ömer Aşık,CHI,2018,10595505
Cristiano Felício,CHI,2018,7843500
Justin Holiday,CHI,2018,4615385
Kris Dunn,CHI,2018,4046760
Dwyane Wade,CHI,2017,23200000
Jimmy Butler,CHI,2017,17552209
Rajon Rondo,CHI,2017,14000000
Robin Lopez,CHI,2017,13219250
Nikola Mirotić,CHI,2017,5782450
Derrick Rose,CHI,2016,20093063
Jimmy Butler,CHI,2016,15260000
Joakim Noah,CHI,2016,13400000
Taj Gibson,CHI,2016,8500000
Pau Gasol,CHI,2016,7448760
Derrick Rose,CHI,2015,18862875
Joakim Noah,CHI,2015,12200000
Taj Gibson,CHI,2015,8000000
Pau Gasol,CHI,2015,7128000
Nikola Mirotić,CHI,2015,5305000
Derrick Rose,CHI,2014,17632688
Carlos Boozer,CHI,2014,15300000
Luol Deng,CHI,2014,14275000
Joakim Noah,CHI,2014,11100000
Taj Gibson,CHI,2014,7550000
Carlos Boozer,CHI,2013,15000000
Luol Deng,CHI,2013,13305000
Joakim Noah,CHI,2013,11300000
Richard Hamilton,CHI,2013,5000000
Kirk Hinrich,CHI,2013,3941000
Carlos Boozer,CHI,2012,13500000
Luol Deng,CHI,2012,12325000
Joakim Noah,CHI,2012,12000000
Derrick Rose,CHI,2012,6993708
Richard Hamilton,CHI,2012,5000000
Carlos Boozer,CHI,2011,14400000
Luol Deng,CHI,2011,11345000
Derrick Rose,CHI,2011,5546160
Kyle Korver,CHI,2011,5000000
Ronnie Brewer,CHI,2011,4790000
Brad Miller,CHI,2010,12250000
Luol Deng,CHI,2010,10370425
Kirk Hinrich,CHI,2010,9500000
Derrick Rose,CHI,2010,5184480
Hakim Warrick,CHI,2010,3000000
Brad Miller,CHI,2009,11375000
Kirk Hinrich,CHI,2009,10000000
Luol Deng,CHI,2009,9385000
Ben Gordon,CHI,2009,6404750
Tim Thomas,CHI,2009,6049400
Larry Hughes,CHI,2008,12000084
Kirk Hinrich,CHI,2008,11250000
Andrés Nocioni,CHI,2008,8500000
Drew Gooden,CHI,2008,6453416
Ben Gordon,CHI,2008,4881669
Ben Wallace,CHI,2007,16000000
P.J. Brown,CHI,2007,8560000
Andrés Nocioni,CHI,2007,3950000
Ben Gordon,CHI,2007,3862080
Tyrus Thomas,CHI,2007,3260760
Tim Thomas,CHI,2006,13975000
Tyson Chandler,CHI,2006,9000000
Ben Gordon,CHI,2006,3610200
Othella Harrington,CHI,2006,3500000
Eric Piatkowski,CHI,2006,3000000
Antonio Davis,CHI,2005,12925000
Tyson Chandler,CHI,2005,4801102
Eddy Curry,CHI,2005,3896402
Ben Gordon,CHI,2005,3358320
Othella Harrington,CHI,2005,3150000
Antonio Davis,CHI,2004,12925000
Eddie Robinson,CHI,2004,6204000
Jerome Williams,CHI,2004,5987500
Scottie Pippen,CHI,2004,4917000
Tyson Chandler,CHI,2004,3804360
Jalen Rose,CHI,2003,12072500
Eddie Robinson,CHI,2003,5687000
Donyell Marshall,CHI,2003,4186542
Tyson Chandler,CHI,2003,3556200
Jay Williams,CHI,2003,3451920
Ron Mercer,CHI,2002,6750000
Charles Oakley,CHI,2002,6545000
Eddie Robinson,CHI,2002,5170000
Brad Miller,CHI,2002,4400000
Tyson Chandler,CHI,2002,3308160
Ron Mercer,CHI,2001,5520000
Brad Miller,CHI,2001,4000000
Elton Brand,CHI,2001,3629160
Marcus Fizer,CHI,2001,2562000
Dragan Tarlać,CHI,2001,2500000
Will Perdue,CHI,2000,5300000
Hersey Hawkins,CHI,2000,4164100
John Starks,CHI,2000,4000000
Elton Brand,CHI,2000,3375960
Dickey Simpkins,CHI,2000,1500000
Kevin Love,CLE,2021,31258256
Andre Drummond,CLE,2021,27957238
Taurean Prince,CLE,2021,12250000
Larry Nance Jr.,CLE,2021,11709091
Cedi Osman,CLE,2021,8840580
Kevin Love,CLE,2020,28942830
Andre Drummond,CLE,2020,27093019
Tristan Thompson,CLE,2020,18539130
Larry Nance Jr.,CLE,2020,12727273
Matthew Dellavedova,CLE,2020,9607500
Kevin Love,CLE,2019,24119025
Tristan Thompson,CLE,2019,17469565
J.R. Smith,CLE,2019,14720000
Brandon Knight,CLE,2019,14631250
Jordan Clarkson,CLE,2019,12500000
LeBron James,CLE,2018,33285709
Kevin Love,CLE,2018,22642350
George Hill,CLE,2018,20000000
Tristan Thompson,CLE,2018,16400000
J.R. Smith,CLE,2018,13760000
LeBron James,CLE,2017,30963450
Kevin Love,CLE,2017,21165675
Kyrie Irving,CLE,2017,17638063
Tristan Thompson,CLE,2017,15330435
J.R. Smith,CLE,2017,12800000
LeBron James,CLE,2016,22971000
Kevin Love,CLE,2016,19500000
Kyrie Irving,CLE,2016,14746000
Tristan Thompson,CLE,2016,14260870
Iman Shumpert,CLE,2016,9000000
LeBron James,CLE,2015,20644400
Kevin Love,CLE,2015,15719062
Anderson Varejão,CLE,2015,9704595
Kyrie Irving,CLE,2015,7070730
J.R. Smith,CLE,2015,6516000
Anderson Varejão,CLE,2014,9036364
Jarrett Jack,CLE,2014,6300000
Kyrie Irving,CLE,2014,5607240
Anthony Bennett,CLE,2014,5324280
Earl Clark,CLE,2014,4250000
Anderson Varejão,CLE,2013,8368182
Luke Walton,CLE,2013,6091363
Kyrie Irving,CLE,2013,5530080
Daniel Gibson,CLE,2013,4792332
Marreese Speights,CLE,2013,4200000
Antawn Jamison,CLE,2012,15076715
Anderson Varejão,CLE,2012,7700000
Kyrie Irving,CLE,2012,5144280
Daniel Gibson,CLE,2012,4403834
Ramon Sessions,CLE,2012,4257973
Antawn Jamison,CLE,2011,13358905
Baron Davis,CLE,2011,13000000
Anderson Varejão,CLE,2011,7281818
Daniel Gibson,CLE,2011,4015334
Ramon Sessions,CLE,2011,3964320
Shaquille O'Neal,CLE,2010,20000000
LeBron James,CLE,2010,15779912
Antawn Jamison,CLE,2010,11641095
Mo Williams,CLE,2010,8860000
Anderson Varejão,CLE,2010,6300000
Ben Wallace,CLE,2009,14500000
LeBron James,CLE,2009,14410581
Wally Szczerbiak,CLE,2009,13775000
Zydrunas Ilgauskas,CLE,2009,10841615
Mo Williams,CLE,2009,8353000
Ben Wallace,CLE,2008,15500000
LeBron James,CLE,2008,13041250
Wally Szczerbiak,CLE,2008,12775000
Zydrunas Ilgauskas,CLE,2008,10142156
Eric Snow,CLE,2008,6703125
Larry Hughes,CLE,2007,13363012
Zydrunas Ilgauskas,CLE,2007,9442697
Drew Gooden,CLE,2007,6645402
Eric Snow,CLE,2007,6093750
LeBron James,CLE,2007,5828090
Larry Hughes,CLE,2006,10344900
Zydrunas Ilgauskas,CLE,2006,8740000
Eric Snow,CLE,2006,5484375
Donyell Marshall,CLE,2006,4799108
LeBron James,CLE,2006,4621800
Zydrunas Ilgauskas,CLE,2005,14625000
Eric Snow,CLE,2005,4875000
LeBron James,CLE,2005,4320360
Jeff McInnis,CLE,2005,3600000
Drew Gooden,CLE,2005,3214080
Zydrunas Ilgauskas,CLE,2004,13500000
Eric Williams,CLE,2004,5540000
Tony Battie,CLE,2004,4400000
Darius Miles,CLE,2004,4130701
LeBron James,CLE,2004,4018920
Zydrunas Ilgauskas,CLE,2003,12375000
Tyrone Hill,CLE,2003,6600000
Ricky Davis,CLE,2003,4546000
Michael Stewart,CLE,2003,4160000
Darius Miles,CLE,2003,3267960
Zydrunas Ilgauskas,CLE,2002,11250000
Tyrone Hill,CLE,2002,6600000
Wesley Person,CLE,2002,6300000
Lamond Murray,CLE,2002,3750000
Bimbo Coles,CLE,2002,2200000
Zydrunas Ilgauskas,CLE,2001,10130000
